Type of property,Location,postal code,immo code,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,province
flat-studio,ixelles,1050,10645699,€175000,"Av. du Prince de Ligne, 18",0,D,198.0,0,0,0,0,0,2,0,Good,0,1,0,0,1,Installed,Gas,Brussels Capital Region
apartment,antwerp,2000,10645698,€,Kattendijkdok westkaai 30,2,B,118.0,0,0,15,0,40,2,2010,0,0,1,1,0,2,0,0,Antwerp
house,woluwe-saint-pierre,1150,10645697,€945000,Chaussée de Waterloo 1382,4,F,329.0,0,1,0,600,0,4,1960,Good,0,2,1,1,2,Hyper equipped,Gas,Brussels Capital Region
villa,rhode-saint-genese,1640,10645696,€1150000,Chaussée de Waterloo 1382,4,D,350.0,0,1,0,1151,50,4,1960,Good,0,2,1,0,3,Installed,Gas,Flemish Brabant
apartment,gent,9000,10645693,€285000,Baron de Gieylaan 18,2,B,137.0,0,1,0,0,35,2,1969,To be done up,0,1,0,0,0,Hyper equipped,Gas,East Flanders
mixed-use-building,brasschaat,2930,10645692,€1175000,Kempischveldweg 34,2,B,139.0,0,1,0,1009,0,4,1995,As new,0,1,0,1,0,Hyper equipped,0,Antwerp
mixed-use-building,anderlecht,1070,10645691,€359000,"Avenue d'Itterbeek, 60",4,G,521.0,0,0,6,0,18,2,0,Good,0,2,0,0,2,0,Gas,Brussels Capital Region
penthouse,hasselt,3500,10645690,€595000,Eikenenweg 73/1,4,A,78.0,1,1,0,0,40,3,2007,Good,0,2,0,0,2,Hyper equipped,Gas,Limburg
house,liege grivegnée,4030,10645689,€215000,Rue de Herve 70,6,F,506.0,0,0,0,544,14,3,1930,To be done up,0,2,2,1,3,Installed,Gas,Liège
house,saint-nicolas,4420,10645688,€259000,Rue de Herve 70,3,C,253.0,0,0,25,265,25,2,1968,To be done up,0,1,0,1,2,Installed,Fuel oil,Liège
house,tubize,1480,10645686,€225000,9 chaussée de mons,3,F,458.0,0,1,0,300,0,3,1970,To be done up,0,1,1,0,2,0,Gas,Walloon Brabant
apartment,schaerbeek,1030,10645685,€275000,Av.de la Brise 46,2,F,345.0,0,0,4,0,31,2,1958,To be done up,0,1,0,0,1,Installed,Fuel oil,Brussels Capital Region
house,aartselaar,2630,10645681,€750000,Koninlijkelaan 42,4,D,327.0,0,1,0,837,0,2,1898,Good,0,3,0,1,0,0,0,Antwerp
apartment,antwerp,2018,10645680,€1170000,Koninlijkelaan 42,2,NS,0.0,0,1,0,0,0,3,1907,Just renovated,0,2,0,1,0,0,Gas,Antwerp
house,kortrijk bissegem,8501,10645678,€289000,Plein 30 A,4,D,309.0,0,0,36,200,28,2,0,Good,0,1,1,0,0,USA hyper equipped,0,West Flanders
house,erpe-mere,9420,10645677,€219000,Hoogstraat 20,2,F,655.0,0,1,0,600,28,3,0,To renovate,0,1,0,0,0,Installed,Gas,East Flanders
town-house,gijzegem,9300,10645676,€299000,Hoogstraat 20,3,C,207.0,0,1,0,141,36,2,0,Good,0,1,0,1,2,Installed,Gas,East Flanders
villa,lede,9340,10645675,€995000,Hoogstraat 20,6,B,194.0,0,1,0,2384,43,4,1995,As new,0,2,0,1,4,Installed,0,East Flanders
house,erpe-mere,9420,10645674,€449000,Hoogstraat 20,3,D,396.0,0,0,50,1100,40,4,1987,Good,0,1,0,0,2,Hyper equipped,Electric,East Flanders
bungalow,erpe-mere,9420,10645673,€298000,Hoogstraat 20,2,F,594.0,0,1,0,824,58,4,1978,To renovate,0,1,0,1,1,0,0,East Flanders
house,herzele,9550,10645672,€298000,Hoogstraat 20,4,B,198.0,0,1,0,623,30,4,1991,Good,0,1,0,0,2,Installed,Gas,East Flanders
apartment,knokke-heist,8300,10645670,€995000,Zeedijk Zoute 792,3,B,117.0,1,1,0,0,29,3,1990,As new,0,1,1,0,1,0,Gas,West Flanders
house,woluwe-saint-pierre,1150,10645669,€1650000,Avenue de Tervueren 446,8,G,406.0,0,0,123,818,42,2,1920,Good,0,3,0,1,4,Hyper equipped,Gas,Brussels Capital Region
town-house,kapelle-op-den-bos,1880,10645664,€335000,Rumstsesteenweg 1,3,C,277.0,0,1,0,174,25,2,1969,0,0,1,0,0,2,Hyper equipped,Gas,Flemish Brabant
apartment-block,ixelles,1050,10645663,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brussels Capital Region
town-house,mortsel,2640,10645654,€335000,Antwerpsestraat 292,4,E,446.0,0,0,0,285,0,3,1960,To renovate,0,1,0,0,2,Not installed,Gas,Antwerp
house,knokke-heist,8300,10645653,€2195000,Albert plein 10,4,C,215.0,0,1,0,883,0,4,1989,Just renovated,0,2,1,1,3,USA hyper equipped,Gas,West Flanders
apartment,woluwe-saint-lambert,1200,10645650,€375000,"Val des Seigneurs, 9a",3,E,228.0,0,0,2,0,39,2,1958,To renovate,0,1,0,0,2,Not installed,Gas,Brussels Capital Region
apartment,woluwe-saint-lambert,1200,10645649,€335000,"Val des Seigneurs, 9a",2,E,261.0,0,0,4,0,30,0,1969,As new,0,1,0,0,1,Hyper equipped,Gas,Brussels Capital Region
apartment,turnhout,2300,10645645,€,Grote Markt 22,2,A,96.0,0,1,0,0,0,2,0,Just renovated,0,1,0,0,1,0,Gas,Antwerp
apartment,ravels weelde,2381,10645644,€255000,Grote Markt 22,2,C,300.0,0,1,0,0,27,0,1999,0,0,1,0,0,2,Hyper equipped,Gas,Antwerp
mansion,antwerp,2140,10645643,€875000,Schoolstraat 2,3,A,87.0,0,1,0,209,38,2,1950,As new,0,1,0,1,2,USA hyper equipped,Gas,Antwerp
villa,wommelgem,2160,10645642,€750000,Schoolstraat 2,5,C,214.0,0,1,0,1011,47,4,1980,As new,0,2,0,1,0,0,Gas,Antwerp
apartment-block,antwerp,2000,10645639,€839000,Leopoldstraat 77,4,F,841.0,0,0,20,0,0,3,0,To renovate,0,4,0,0,0,0,Electric,Antwerp
duplex,knokke-heist knokke,8300,10645637,€1090000,Sparrendreef 80,3,A,83.0,0,0,0,0,0,2,1992,Just renovated,0,2,0,0,0,Hyper equipped,0,West Flanders
penthouse,knokke-heist,8300,10645636,€1190000,Sparrendreef 80,2,NS,0.0,0,1,0,0,0,2,0,As new,0,1,0,1,0,USA hyper equipped,0,West Flanders
house,berlare,9290,10645634,€340000,Wichelsesteenweg 109,3,C,225.0,0,0,15,135,32,2,0,Good,0,1,0,0,2,Hyper equipped,Gas,East Flanders
house,dendermonde,9200,10645633,€235000,Wichelsesteenweg 109,2,D,365.0,0,0,25,98,26,2,0,Good,0,1,0,0,1,Hyper equipped,0,East Flanders
house,wichelen schellebelle,9260,10645632,€440000,Wichelsesteenweg 109,3,C,202.0,0,0,25,571,46,3,0,Good,0,1,0,1,2,Hyper equipped,Gas,East Flanders
villa,kaerjeng,04953,10645631,€1650000,Rue de Herve 659,4,NS,0.0,0,1,0,812,0,4,0,As new,0,2,0,1,0,Installed,0,
villa,rendeux,6987,10645630,€,Rue de Herve 659,3,NS,0.0,0,1,0,552,0,3,0,0,0,1,0,0,2,Installed,0,Luxembourg (shared with Eastern Hainaut)
villa,tervuren,3080,10645629,€740000,"Brusselsesteenweg, 518",3,F,788.0,0,0,40,533,45,4,1930,To be done up,0,2,0,1,0,USA semi equipped,Gas,Flemish Brabant
house,niel,2845,10645628,€490000,Goedehoopstraat 21,4,B,110.0,0,0,17,196,0,2,2009,As new,0,1,0,1,2,Hyper equipped,0,Antwerp
